line_no,word,pos_list,n_senses,declared_cefr,source_oxford_badge,badge_match,src_cambridge_flag,src_oxford_flag,card_status,card_reason,tags
188,restructuring,noun,1,UNCLASSIFIED,,no,Oxford,Oxford,match,,Audio::Cambridge Source::Oxford
189,phenomenon,noun,1,B2,B2,yes,Oxford,Oxford,match,,Audio::Cambridge CEFR::B2 CEFR::oxford OPAL_W Oxford_3000 Source::Oxford
190,fleeting,adjective,1,UNCLASSIFIED,,no,Oxford,Oxford,match,,Audio::Cambridge CEFR::UNCLASSIFIED Source::Oxford
191,durable,adjective,1,UNCLASSIFIED,,no,Oxford,Oxford,match,,Audio::Cambridge CEFR::UNCLASSIFIED Source::Oxford
192,declarative,adjective,1,UNCLASSIFIED,,no,Oxford,Oxford,match,,Audio::Cambridge CEFR::UNCLASSIFIED Source::Oxford
193,procedural,adjective,1,UNCLASSIFIED,,no,Oxford,Oxford,match,,Audio::Cambridge CEFR::UNCLASSIFIED OPAL_W Source::Oxford
194,transcribe,verb,3,UNCLASSIFIED,,no,Oxford,Oxford,match,,Audio::Cambridge CEFR::UNCLASSIFIED Source::Oxford
195,retention,noun,3,UNCLASSIFIED,,no,Oxford,Oxford,match,,Audio::Cambridge Source::Oxford
196,heightened,adjective,1,UNCLASSIFIED,,no,Oxford,Oxford,mismatch,1/1 senses failed: word-not-in-source,Audio::Cambridge CEFR::UNCLASSIFIED Source::Oxford
197,impulse,noun,3,UNCLASSIFIED,,no,Oxford,Oxford,match,,Audio::Cambridge Source::Oxford
198,relay,noun,1,UNCLASSIFIED,,no,Cambridge,Oxford,mismatch,1/1 senses failed: word-not-in-source,Audio::Cambridge CEFR::UNCLASSIFIED Source::Oxford
199,dialogue,noun,2,A1,A1,yes,Cambridge,Oxford,mismatch,"1/2 senses failed: cefr-mismatch (deck=A1, source=B2 [per-def], source-badge=A1)",Audio::Cambridge CEFR::oxford CEFR::UNCLASSIFIED Oxford_3000 Source::Oxford
200,redistribution,noun,1,UNCLASSIFIED,,no,Oxford,Oxford,match,,Audio::Cambridge CEFR::UNCLASSIFIED Source::Oxford
201,skimp,verb,1,UNCLASSIFIED,,no,Oxford,Oxford,match,,Audio::Cambridge CEFR::UNCLASSIFIED Source::Oxford
202,affirm,verb,1,UNCLASSIFIED,,no,Oxford,Oxford,mismatch,"1/1 senses failed: cefr-mismatch (deck=UNCLASSIFIED, source=C1 [per-def])",Audio::Cambridge Source::Oxford
203,slumber,noun,1,UNCLASSIFIED,,no,Oxford,Oxford,match,,Audio::Cambridge CEFR::UNCLASSIFIED Source::Oxford
204,ideal,noun,2,B2,B2,yes,Oxford,Oxford,match,,Audio::Cambridge CEFR::B2 CEFR::oxford idioms OPAL_W Oxford_3000 Source::Oxford
205,wither,verb,1,UNCLASSIFIED,,no,Oxford,Oxford,mismatch,"1/1 senses failed: cefr-mismatch (deck=UNCLASSIFIED, source=C2 [per-def])",Audio::Cambridge Source::Oxford
206,poised,adjective,3,UNCLASSIFIED,,no,Oxford,Oxford,match,,Audio::Cambridge Source::Oxford
207,contract,noun,1,B2,B2,yes,Oxford,Oxford,match,,Audio::Cambridge CEFR::B2 CEFR::oxford Oxford_3000 Source::Oxford
208,tension,noun,3,B2,B2,yes,Oxford,Oxford,match,,Audio::Cambridge CEFR::B2 CEFR::oxford OPAL_W Oxford_5000 Source::Oxford
209,leverage,verb,1,UNCLASSIFIED,,no,Oxford,Oxford,match,,Audio::Cambridge Source::Oxford
210,microscopic,adjective,2,UNCLASSIFIED,,no,Oxford,Oxford,match,,Audio::Cambridge CEFR::UNCLASSIFIED Source::Oxford
211,inflammatory,adjective,2,UNCLASSIFIED,,no,Oxford,Oxford,match,,Audio::Cambridge CEFR::UNCLASSIFIED Source::Oxford
212,adapt,verb,3,B2,B2,yes,Oxford,Oxford,match,,Audio::Cambridge CEFR::B2 CEFR::oxford OPAL_W Oxford_3000 Source::Oxford
213,progressively,verb,1,UNCLASSIFIED,,no,Oxford,Oxford,match,,Audio::Cambridge CEFR::UNCLASSIFIED Source::Oxford
214,stimulate,verb,2,B2,B2,yes,Oxford,Oxford,match,,Audio::Cambridge CEFR::B2 CEFR::oxford OPAL_W Oxford_5000 Source::Oxford
215,resistance,noun,3,C1,C1,yes,Oxford,Oxford,match,,Audio::Cambridge CEFR::C1 CEFR::oxford idioms OPAL_W Oxford_5000 Source::Oxford
216,atrophy,noun,1,UNCLASSIFIED,,no,Oxford,Oxford,match,,Audio::Cambridge CEFR::UNCLASSIFIED Source::Oxford
217,preserve,verb,3,B2,B2,yes,Oxford,Oxford,match,,Audio::Cambridge CEFR::B2 CEFR::oxford Oxford_3000 Source::Oxford
218,adequate,adjective,1,B2,B2,yes,Oxford,Oxford,match,,Audio::Cambridge CEFR::B2 CEFR::oxford OPAL_W Oxford_5000 Source::Oxford
219,mechanism,noun,1,B2,B2,yes,Oxford,Oxford,match,,Audio::Cambridge CEFR::B2 CEFR::oxford OPAL_W Oxford_5000 Source::Oxford
220,robust,adjective,3,C1,C1,yes,Oxford,Oxford,match,,Audio::Cambridge CEFR::C1 CEFR::oxford Oxford_5000 Source::Oxford
221,potential,adjective|noun,1,B2,B2,yes,Oxford,Oxford,match,,Audio::Cambridge CEFR::B2 CEFR::oxford OPAL_W Oxford_3000 Source::Oxford
222,expose,verb,3,B2,B2,yes,Oxford,Oxford,match,,Audio::Cambridge CEFR::B2 CEFR::oxford OPAL_W Oxford_3000 Source::Oxford
223,consolidation,noun,1,UNCLASSIFIED,,no,Oxford,Oxford,mismatch,"1/1 senses failed: cefr-mismatch (deck=UNCLASSIFIED, source=C1 [per-def])",Audio::Cambridge Source::Oxford
224,epidemic,noun,2,C1,C1,yes,Oxford,Oxford,match,,Audio::Cambridge CEFR::C1 CEFR::oxford Oxford_5000 Source::Oxford
225,deprivation,noun,1,UNCLASSIFIED,,no,Oxford,Oxford,match,,Audio::Cambridge Source::Oxford
226,compensate,verb,3,C1,C1,yes,Oxford,Oxford,match,,Audio::Cambridge CEFR::C1 CEFR::oxford Oxford_5000 Source::Oxford
227,impulsive,adjective,1,UNCLASSIFIED,,no,Oxford,Oxford,match,,Audio::Cambridge Source::Oxford
228,characteristic,adjective|noun,1,B2,B2,yes,Oxford,Oxford,match,,Audio::Cambridge CEFR::B2 CEFR::oxford OPAL_W Oxford_3000 Source::Oxford
229,plummet,verb,1,UNCLASSIFIED,,no,Oxford,Oxford,match,,Audio::Cambridge Source::Oxford
230,mimic,verb,2,UNCLASSIFIED,,no,Oxford,Oxford,match,,Audio::Cambridge CEFR::UNCLASSIFIED Source::Oxford
231,unequivocal,adjective,1,UNCLASSIFIED,,no,Oxford,Oxford,match,,Audio::Cambridge Source::Oxford
232,logistical,adjective,1,UNCLASSIFIED,,no,Cambridge,Oxford,mismatch,1/1 senses failed: word-not-in-source,Audio::Cambridge CEFR::UNCLASSIFIED Source::Oxford
233,outweigh,verb,1,UNCLASSIFIED,,no,Oxford,Oxford,match,,Audio::Cambridge Source::Oxford
234,moodiness,noun,2,UNCLASSIFIED,,no,Oxford,Oxford,match,,Audio::Cambridge CEFR::UNCLASSIFIED Source::Oxford
235,collective,adjective,2,C1,C1,yes,Oxford,Oxford,match,,Audio::Cambridge CEFR::C1 CEFR::oxford Oxford_5000 Source::Oxford
236,deficit,noun,2,C1,C1,yes,Oxford,Oxford,match,,Audio::Cambridge CEFR::C1 CEFR::oxford Oxford_5000 Source::Oxford
237,adolescence,noun,1,UNCLASSIFIED,,no,Oxford,Oxford,match,,Audio::Cambridge Source::Oxford
238,biological,adjective,3,B2,B2,yes,Oxford,Oxford,match,,Audio::Cambridge CEFR::B2 CEFR::oxford Oxford_5000 Source::Oxford
239,reasoning,noun,1,C1,C1,yes,Oxford,Oxford,match,,Audio::Cambridge CEFR::C1 CEFR::oxford OPAL_W Oxford_5000 Source::Oxford
240,plague,verb,1,UNCLASSIFIED,,no,Oxford,Oxford,mismatch,"1/1 senses failed: cefr-mismatch (deck=UNCLASSIFIED, source=C2 [per-def])",Audio::Cambridge idioms Source::Oxford
241,admissible,adjective,1,UNCLASSIFIED,,no,Oxford,Oxford,match,,Audio::Cambridge Source::Oxford
242,physiological,adjective,2,UNCLASSIFIED,,no,Oxford,Oxford,match,,Audio::Cambridge CEFR::UNCLASSIFIED Source::Oxford
243,qualitatively,verb,1,UNCLASSIFIED,,no,Oxford,Oxford,match,,Audio::Cambridge CEFR::UNCLASSIFIED Source::Oxford
244,deception,noun,1,UNCLASSIFIED,,no,Oxford,Oxford,match,,Audio::Cambridge Source::Oxford
245,disassociate,verb,1,UNCLASSIFIED,,no,Oxford,Oxford,match,,Audio::Cambridge Source::Oxford
246,subconscious,adjective,1,UNCLASSIFIED,,no,Oxford,Oxford,match,,Audio::Cambridge CEFR::UNCLASSIFIED Source::Oxford
247,convoluted,adjective,2,UNCLASSIFIED,,no,Oxford,Oxford,match,,Audio::Cambridge CEFR::UNCLASSIFIED Source::Oxford
248,categorically,verb,1,UNCLASSIFIED,,no,Oxford,Oxford,match,,Audio::Cambridge CEFR::UNCLASSIFIED Source::Oxford
249,hypothetical,adjective,1,UNCLASSIFIED,,no,Oxford,Oxford,match,,Audio::Cambridge CEFR::UNCLASSIFIED OPAL_W Source::Oxford
250,delve,verb,1,UNCLASSIFIED,,no,Oxford,Oxford,match,,Audio::Cambridge CEFR::UNCLASSIFIED Source::Oxford
251,paternity,noun,1,UNCLASSIFIED,,no,Oxford,Oxford,match,,Audio::Cambridge CEFR::UNCLASSIFIED Source::Oxford
252,ineffective,adjective,1,UNCLASSIFIED,,no,Oxford,Oxford,match,,Audio::Cambridge Source::Oxford
253,allegation,noun,1,C1,C1,yes,Oxford,Oxford,match,,Audio::Cambridge CEFR::C1 CEFR::oxford Oxford_5000 Source::Oxford
254,unfounded,adjective,1,UNCLASSIFIED,,no,Oxford,Oxford,match,,Audio::Cambridge CEFR::UNCLASSIFIED Source::Oxford
255,assumption,noun,1,B2,B2,yes,Oxford,Oxford,match,,Audio::Cambridge CEFR::B2 CEFR::oxford OPAL_W Oxford_5000 Source::Oxford
256,reference,verb,2,B1,B1,yes,Cambridge,Oxford,match,,Audio::Cambridge CEFR::B1 CEFR::oxford idioms OPAL_W Oxford_3000 Source::Oxford
257,proclaim,verb,2,C1,C1,yes,Oxford,Oxford,match,,Audio::Cambridge CEFR::C1 CEFR::oxford Oxford_5000 Source::Oxford
258,contrast,noun,1,B1,B1,yes,Cambridge,Oxford,mismatch,1/1 senses failed: sense-text-not-in-source,Audio::Cambridge CEFR::B1 CEFR::oxford OPAL_W Oxford_3000 Source::Oxford
259,proportions,noun,2,UNCLASSIFIED,,no,Oxford,Oxford,mismatch,2/2 senses failed: word-not-in-source,Audio::EdgeTTS CEFR::UNCLASSIFIED idioms OPAL_W Source::Oxford
260,simultaneously,adverb,1,C1,C1,yes,Oxford,Oxford,match,,Audio::Cambridge CEFR::C1 CEFR::oxford OPAL_W Oxford_5000 Source::Oxford
261,proficient,adjective,1,UNCLASSIFIED,,no,Oxford,Oxford,match,,Audio::Cambridge CEFR::UNCLASSIFIED Source::Oxford
262,apparent,adjective,2,B2,B2,yes,Oxford,Oxford,match,,Audio::Cambridge CEFR::B2 CEFR::oxford OPAL_W Oxford_3000 Source::Oxford
263,dominant,adjective,1,B2,B2,yes,Oxford,Oxford,match,,Audio::Cambridge CEFR::B2 CEFR::oxford OPAL_W Oxford_5000 Source::Oxford
264,acquisition,noun,3,C1,C1,yes,Oxford,Oxford,match,,Audio::Cambridge CEFR::C1 CEFR::oxford OPAL_W Oxford_5000 Source::Oxford
265,lateralized,adjective,1,UNCLASSIFIED,,no,EdgeTTS,Oxford,mismatch,1/1 senses failed: word-not-in-source,Audio::EdgeTTS CEFR::UNCLASSIFIED Source::Oxford
266,holistic,adjective,2,UNCLASSIFIED,,no,Oxford,Oxford,match,,Audio::Cambridge CEFR::UNCLASSIFIED Source::Oxford
267,conversely,verb,1,UNCLASSIFIED,,no,Oxford,Oxford,match,,Audio::Cambridge CEFR::UNCLASSIFIED Source::Oxford
268,exhibit,noun|verb,3,B2,B2,yes,Oxford,Oxford,match,,Audio::Cambridge CEFR::B2 CEFR::oxford Oxford_5000 Source::Oxford
269,rational,adjective,2,C1,C1,yes,Oxford,Oxford,match,,Audio::Cambridge CEFR::C1 CEFR::oxford OPAL_W Oxford_5000 Source::Oxford
270,confront,verb,3,C1,C1,yes,Oxford,Oxford,match,,Audio::Cambridge CEFR::C1 CEFR::oxford Oxford_5000 Source::Oxford
271,onset,noun,1,UNCLASSIFIED,,no,Oxford,Oxford,match,,Audio::Cambridge CEFR::UNCLASSIFIED Source::Oxford
272,intuitive,adjective,3,UNCLASSIFIED,,no,Oxford,Oxford,match,,Audio::Cambridge CEFR::UNCLASSIFIED Source::Oxford
273,handicap,noun,2,UNCLASSIFIED,,no,Oxford,Oxford,match,,Audio::Cambridge Source::Oxford
274,flawed,adjective,1,C1,C1,yes,Oxford,Oxford,match,,Audio::Cambridge CEFR::C1 CEFR::oxford Oxford_5000 Source::Oxford
275,trigger,noun,2,C1,C1,yes,Oxford,Oxford,match,,Audio::Cambridge CEFR::C1 CEFR::oxford Oxford_5000 Source::Oxford
276,irrelevant,adjective,1,C1,C1,yes,Oxford,Oxford,match,,Audio::Cambridge CEFR::C1 CEFR::oxford OPAL_W Oxford_5000 Source::Oxford
277,cognitive,adjective,1,C1,C1,yes,Oxford,Oxford,match,,Audio::Cambridge CEFR::C1 CEFR::oxford Oxford_5000 Source::Oxford
278,bias,noun,3,B2,B2,yes,Oxford,Oxford,match,,Audio::Cambridge CEFR::B2 CEFR::oxford OPAL_W Oxford_5000 Source::Oxford
279,slouching,verb,1,UNCLASSIFIED,,no,Oxford,Oxford,mismatch,1/1 senses failed: word-not-in-source,Audio::Cambridge CEFR::UNCLASSIFIED Source::Oxford
280,optimal,adjective,1,UNCLASSIFIED,,no,Oxford,Oxford,match,,Audio::Cambridge CEFR::UNCLASSIFIED Source::Oxford
281,inhibited,adjective,1,UNCLASSIFIED,,no,Oxford,Oxford,match,,Audio::Cambridge Source::Oxford
282,dysfunctional,adjective,1,UNCLASSIFIED,,no,Oxford,Oxford,match,,Audio::Cambridge CEFR::UNCLASSIFIED Source::Oxford
283,impair,verb,1,UNCLASSIFIED,,no,Oxford,Oxford,match,,Audio::Cambridge CEFR::UNCLASSIFIED Source::Oxford
284,ligaments,noun,1,UNCLASSIFIED,,no,Oxford,Oxford,mismatch,1/1 senses failed: word-not-in-source,Audio::Cambridge CEFR::UNCLASSIFIED Source::Oxford
285,scoliosis,noun,1,UNCLASSIFIED,,no,Oxford,Oxford,match,,Audio::Cambridge CEFR::UNCLASSIFIED Source::Oxford
286,exclusive,adjective,3,C1,C1,yes,Oxford,Oxford,match,,Audio::Cambridge CEFR::C1 CEFR::oxford OPAL_W Oxford_5000 Source::Oxford
287,promote,verb,1,B1,B1,yes,Cambridge,Oxford,mismatch,1/1 senses failed: sense-text-not-in-source,Audio::Cambridge CEFR::oxford CEFR::UNCLASSIFIED OPAL_W Oxford_3000 Source::Oxford
288,vertebrae,noun,1,UNCLASSIFIED,,no,EdgeTTS,Oxford,mismatch,1/1 senses failed: word-not-in-source,Audio::EdgeTTS CEFR::UNCLASSIFIED Source::Oxford
289,stacked,verb,3,UNCLASSIFIED,,no,Oxford,Oxford,mismatch,3/3 senses failed: sense-text-not-in-source,Audio::Cambridge idioms Source::Oxford
290,aligned,verb,2,UNCLASSIFIED,,no,Oxford,Oxford,mismatch,2/2 senses failed: word-not-in-source,Audio::Cambridge CEFR::UNCLASSIFIED Source::Oxford
291,vertical,adjective,3,B2,B2,yes,Oxford,Oxford,match,,Audio::Cambridge CEFR::B2 CEFR::oxford OPAL_W Oxford_5000 Source::Oxford
292,ergonomic,adjective,1,UNCLASSIFIED,,no,Oxford,Oxford,match,,Audio::Cambridge CEFR::UNCLASSIFIED Source::Oxford
293,stationary,adjective,2,UNCLASSIFIED,,no,Oxford,Oxford,match,,Audio::Cambridge CEFR::UNCLASSIFIED Source::Oxford
294,symmetrically,verb,1,UNCLASSIFIED,,no,Oxford,Oxford,match,,Audio::Cambridge Source::Oxford
295,occasion,noun,2,B1,B1,yes,Cambridge,Oxford,match,,Audio::Cambridge CEFR::oxford CEFR::UNCLASSIFIED idioms Oxford_3000 Source::Oxford
296,constrain,verb,2,UNCLASSIFIED,,no,Oxford,Oxford,match,,Audio::Cambridge OPAL_W Source::Oxford
297,suppress,verb,3,C1,C1,yes,Oxford,Oxford,match,,Audio::Cambridge CEFR::C1 CEFR::oxford Oxford_5000 Source::Oxford
298,yield,verb,3,C1,C1,yes,Oxford,Oxford,match,,Audio::Cambridge CEFR::C1 CEFR::oxford OPAL_W Oxford_5000 Source::Oxford
299,sabotage,noun,1,UNCLASSIFIED,,no,Oxford,Oxford,mismatch,"1/1 senses failed: cefr-mismatch (deck=UNCLASSIFIED, source=C2 [per-def])",Audio::Cambridge Source::Oxford
300,thermodynamics,noun,1,UNCLASSIFIED,,no,Oxford,Oxford,match,,Audio::Cambridge CEFR::UNCLASSIFIED Source::Oxford
301,moderate,adjective,3,C1,C1,yes,Oxford,Oxford,match,,Audio::Cambridge CEFR::C1 CEFR::oxford Oxford_5000 Source::Oxford
302,fundamentally,adverb,3,B2,B2,yes,Oxford,Oxford,match,,Audio::Cambridge CEFR::B2 CEFR::oxford OPAL_W Oxford_5000 Source::Oxford
303,anecdote,noun,1,UNCLASSIFIED,,no,Oxford,Oxford,mismatch,"1/1 senses failed: cefr-mismatch (deck=UNCLASSIFIED, source=B2 [per-def])",Audio::Cambridge Source::Oxford
304,subconsciously,verb,1,UNCLASSIFIED,,no,Oxford,Oxford,match,,Audio::Cambridge Source::Oxford
305,plateau,verb,1,UNCLASSIFIED,,no,Oxford,Oxford,match,,Audio::Cambridge Source::Oxford
306,longevity,noun,1,UNCLASSIFIED,,no,Oxford,Oxford,match,,Audio::Cambridge Source::Oxford
307,inflammation,noun,1,UNCLASSIFIED,,no,Oxford,Oxford,match,,Audio::Cambridge Source::Oxford
308,chronic,adjective,3,C1,C1,yes,Oxford,Oxford,match,,Audio::Cambridge CEFR::C1 CEFR::oxford Oxford_5000 Source::Oxford
309,sedentary,adjective,3,UNCLASSIFIED,,no,Oxford,Oxford,match,,Audio::Cambridge Source::Oxford
310,resilient,adjective,1,UNCLASSIFIED,,no,Oxford,Oxford,mismatch,"1/1 senses failed: cefr-mismatch (deck=UNCLASSIFIED, source=C2 [per-def])",Audio::Cambridge Source::Oxford
311,harvest,noun|verb,3,C1,C1,yes,Oxford,Oxford,mismatch,1/3 senses failed: sense-text-not-in-source; no-per-sense-pos-in-deck; flat-matched,Audio::Cambridge CEFR::C1 CEFR::oxford idioms Oxford_5000 Source::Oxford
312,foraging,noun,1,UNCLASSIFIED,,no,Oxford,Oxford,mismatch,1/1 senses failed: word-not-in-source,Audio::Cambridge CEFR::UNCLASSIFIED Source::Oxford
313,crucial,adjective,1,B2,B2,yes,Oxford,Oxford,match,,Audio::Cambridge CEFR::B2 CEFR::oxford OPAL_W Oxford_3000 Source::Oxford
314,agile,adjective,1,UNCLASSIFIED,,no,Oxford,Oxford,match,,Audio::Cambridge Source::Oxford
315,efficient,adjective,1,B2,B2,yes,Oxford,Oxford,match,,Audio::Cambridge CEFR::B2 CEFR::oxford OPAL_W Oxford_3000 Source::Oxford
316,cope,verb,1,B2,B2,yes,Oxford,Oxford,match,,Audio::Cambridge CEFR::B2 CEFR::oxford Oxford_5000 Source::Oxford
317,identify,verb,2,A2,A2,yes,Cambridge,Oxford,mismatch,"1/2 senses failed: cefr-mismatch (deck=A2, source=B1 [per-def], source-badge=A2)",Audio::Cambridge CEFR::oxford CEFR::UNCLASSIFIED OPAL_W Oxford_3000 Source::Oxford
318,paranoid,adjective,2,UNCLASSIFIED,,no,Oxford,Oxford,mismatch,"2/2 senses failed: cefr-mismatch (deck=UNCLASSIFIED, source=C2 [per-def])",Audio::Cambridge Source::Oxford
319,imbalance,noun,1,UNCLASSIFIED,,no,Oxford,Oxford,match,,Audio::Cambridge CEFR::UNCLASSIFIED Source::Oxford
320,essential,adjective,2,B1,B1,yes,Cambridge,Oxford,mismatch,"1/2 senses failed: cefr-mismatch (deck=B1, source=B2 [per-def], source-badge=B1)",Audio::Cambridge CEFR::oxford CEFR::UNCLASSIFIED OPAL_W Oxford_3000 Source::Oxford
321,replenish,verb,1,UNCLASSIFIED,,no,Oxford,Oxford,match,,Audio::Cambridge CEFR::UNCLASSIFIED Source::Oxford
322,inconvenience,noun,2,UNCLASSIFIED,,no,Oxford,Oxford,mismatch,"2/2 senses failed: cefr-mismatch (deck=UNCLASSIFIED, source=C1 [per-def])",Audio::Cambridge Source::Oxford
323,consistent,adjective,2,B2,B2,yes,Oxford,Oxford,match,,Audio::Cambridge CEFR::B2 CEFR::oxford OPAL_W Oxford_3000 Source::Oxford
324,inherited,adjective,2,UNCLASSIFIED,,no,Oxford,Oxford,mismatch,2/2 senses failed: word-not-in-source,Audio::EdgeTTS CEFR::UNCLASSIFIED Source::Oxford
325,sanctuary,noun,2,UNCLASSIFIED,,no,Oxford,Oxford,match,,Audio::Cambridge Source::Oxford
326,immense,adjective,1,C1,C1,yes,Oxford,Oxford,match,,Audio::Cambridge CEFR::C1 CEFR::oxford Oxford_5000 Source::Oxford
327,accumulation,noun,2,C1,C1,yes,Oxford,Oxford,match,,Audio::Cambridge CEFR::C1 CEFR::oxford OPAL_W Oxford_5000 Source::Oxford
328,byproducts,noun,1,UNCLASSIFIED,,no,Oxford,Oxford,mismatch,1/1 senses failed: word-not-in-source,Audio::EdgeTTS CEFR::UNCLASSIFIED Source::Oxford
329,urge,verb,3,B2,B2,yes,Oxford,Oxford,match,,Audio::Cambridge CEFR::B2 CEFR::oxford Oxford_3000 Source::Oxford
330,receptor,noun,1,UNCLASSIFIED,,no,Oxford,Oxford,match,,Audio::Cambridge Source::Oxford
331,pathways,noun,2,UNCLASSIFIED,,no,Oxford,Oxford,mismatch,2/2 senses failed: word-not-in-source,Audio::Cambridge CEFR::UNCLASSIFIED Source::Oxford
332,toxic,adjective,3,C1,C1,yes,Oxford,Oxford,match,,Audio::Cambridge CEFR::C1 CEFR::oxford Oxford_5000 Source::Oxford
333,vessel,noun,3,C1,C1,yes,Oxford,Oxford,match,,Audio::Cambridge CEFR::C1 CEFR::oxford Oxford_5000 Source::Oxford
334,restorative,adjective,1,UNCLASSIFIED,,no,Oxford,Oxford,match,,Audio::Cambridge Source::Oxford
335,sanity,noun,2,UNCLASSIFIED,,no,Oxford,Oxford,match,,Audio::Cambridge CEFR::UNCLASSIFIED Source::Oxford
336,irrational,adjective,1,UNCLASSIFIED,,no,Oxford,Oxford,match,,Audio::Cambridge Source::Oxford
337,overpower,verb,2,UNCLASSIFIED,,no,Oxford,Oxford,match,,Audio::Cambridge CEFR::UNCLASSIFIED Source::Oxford
338,evoke,verb,1,C1,C1,yes,Oxford,Oxford,match,,Audio::Cambridge CEFR::C1 CEFR::oxford Oxford_5000 Source::Oxford
339,dread,noun,1,UNCLASSIFIED,,no,Oxford,Oxford,mismatch,"1/1 senses failed: cefr-mismatch (deck=UNCLASSIFIED, source=C1 [per-def])",Audio::Cambridge Source::Oxford
340,incompetence,noun,1,UNCLASSIFIED,,no,Oxford,Oxford,match,,Audio::Cambridge CEFR::UNCLASSIFIED Source::Oxford
341,perception,noun,1,B2,B2,yes,Oxford,Oxford,match,,Audio::Cambridge CEFR::B2 CEFR::oxford OPAL_W Oxford_5000 Source::Oxford
342,consistently,adverb,3,B2,B2,yes,Oxford,Oxford,match,,Audio::Cambridge CEFR::B2 CEFR::oxford OPAL_W Oxford_5000 Source::Oxford
343,susceptible,adjective,3,UNCLASSIFIED,,no,Oxford,Oxford,match,,Audio::Cambridge CEFR::UNCLASSIFIED Source::Oxford
344,misconception,noun,1,UNCLASSIFIED,,no,Oxford,Oxford,match,,Audio::Cambridge CEFR::UNCLASSIFIED Source::Oxford
345,apathy,noun,1,UNCLASSIFIED,,no,Oxford,Oxford,match,,Audio::Cambridge Source::Oxford
346,reinforce,verb,2,B2,B2,yes,Oxford,Oxford,match,,Audio::Cambridge CEFR::B2 CEFR::oxford OPAL_W Oxford_5000 Source::Oxford
347,cultivate,verb,3,C1,C1,yes,Oxford,Oxford,match,,Audio::Cambridge CEFR::C1 CEFR::oxford Oxford_5000 Source::Oxford
348,intense,adjective,3,B2,B2,yes,Oxford,Oxford,match,,Audio::Cambridge CEFR::B2 CEFR::oxford Oxford_3000 Source::Oxford
349,underlying,adjective,2,C1,C1,yes,Oxford,Oxford,match,,Audio::Cambridge CEFR::C1 CEFR::oxford OPAL_W Oxford_5000 Source::Oxford
350,perpetuate,verb,1,UNCLASSIFIED,,no,Oxford,Oxford,match,,Audio::Cambridge CEFR::UNCLASSIFIED Source::Oxford
351,ailment,noun,1,UNCLASSIFIED,,no,Oxford,Oxford,match,,Audio::Cambridge Source::Oxford
352,manageable,adjective,1,UNCLASSIFIED,,no,Oxford,Oxford,match,,Audio::Cambridge CEFR::UNCLASSIFIED Source::Oxford
353,standards,noun,1,UNCLASSIFIED,,no,Cambridge,Oxford,mismatch,1/1 senses failed: word-not-in-source,Audio::Cambridge OPAL_W Source::Oxford
354,anxiety,noun,3,B2,B2,yes,Oxford,Oxford,match,,Audio::Cambridge CEFR::B2 CEFR::oxford OPAL_W Oxford_5000 Source::Oxford
355,insecurity,noun,1,UNCLASSIFIED,,no,Oxford,Oxford,mismatch,"1/1 senses failed: cefr-mismatch (deck=UNCLASSIFIED, source=C1 [per-def])",Audio::Cambridge Source::Oxford
356,lush,adjective,1,UNCLASSIFIED,,no,Oxford,Oxford,mismatch,"1/1 senses failed: cefr-mismatch (deck=UNCLASSIFIED, source=C1 [per-def])",Audio::Cambridge Source::Oxford
357,expend,verb,1,UNCLASSIFIED,,no,Oxford,Oxford,match,,Audio::Cambridge CEFR::UNCLASSIFIED Source::Oxford
358,trample,verb,2,UNCLASSIFIED,,no,Oxford,Oxford,match,,Audio::Cambridge CEFR::UNCLASSIFIED Source::Oxford
359,tread,verb,3,UNCLASSIFIED,,no,Oxford,Oxford,match,,Audio::Cambridge idioms Source::Oxford
360,traverse,verb,1,UNCLASSIFIED,,no,Oxford,Oxford,match,,Audio::Cambridge CEFR::UNCLASSIFIED Source::Oxford
361,analytical,adjective,2,UNCLASSIFIED,,no,Oxford,Oxford,match,,Audio::Cambridge OPAL_W Source::Oxford
362,autopilot,noun,2,UNCLASSIFIED,,no,Oxford,Oxford,mismatch,1/2 senses failed: sense-text-not-in-source,Audio::Cambridge idioms Source::Oxford
363,outsourcing,noun,1,UNCLASSIFIED,,no,Oxford,Oxford,match,,Audio::Cambridge Source::Oxford
364,construct,verb,3,B2,B2,yes,Oxford,Oxford,match,,Audio::Cambridge CEFR::B2 CEFR::oxford OPAL_W Oxford_3000 Source::Oxford
365,vague,adjective,3,C1,C1,yes,Oxford,Oxford,match,,Audio::Cambridge CEFR::C1 CEFR::oxford Oxford_5000 Source::Oxford
366,threshold,noun,3,C1,C1,yes,Oxford,Oxford,match,,Audio::Cambridge CEFR::C1 CEFR::oxford OPAL_W Oxford_5000 Source::Oxford
367,tangible,adjective,2,UNCLASSIFIED,,no,Oxford,Oxford,match,,Audio::Cambridge Source::Oxford
368,designated,adjective,1,UNCLASSIFIED,,no,Oxford,Oxford,mismatch,1/1 senses failed: word-not-in-source,Audio::Cambridge CEFR::UNCLASSIFIED Source::Oxford
